+--------------------+--------+--------------------------------+
| ensembl_protein_id | count  | LENGTH(proteins.sequence) * 19 |
| ENSP00000417132.1  |  13851 |                          13851 |
| ENSP00000374443.2  |  13889 |                          72219 |
| ENSP00000404226.2  |  13889 |                          13889 |
| ENSP00000216281.8  |  13908 |                          13908 |
| ENSP00000347409.2  |  13908 |                          13908 |
| ENSP00000380837.2  |  13908 |                          13908 |
| ENSP00000401112.1  |  13927 |                          13927 |
| ENSP00000216122.3  |  13946 |                          13946 |
| ENSP00000341565.3  |  13946 |                          13946 |
| ENSP00000363944.3  |  13946 |                          13946 |
| ENSP00000262843.6  |  13965 |                          13965 |
| ENSP00000296388.5  |  13984 |                          13984 |
| ENSP00000378013.2  |  13984 |                          13984 |
| ENSP00000424940.3  |  13984 |                          13984 |
| ENSP00000450399.1  |  13984 |                          13984 |
| ENSP00000306124.3  |  14003 |                          14003 |
| ENSP00000317904.3  |  14003 |                          14003 |
| ENSP00000223127.3  |  14022 |                          14022 |
| ENSP00000326128.3  |  14022 |                          14022 |
| ENSP00000355629.4  |  14022 |                          14022 |
| ENSP00000286298.4  |  14041 |                          14041 |
| ENSP00000296318.7  |  14041 |                          14041 |
| ENSP00000305653.2  |  14041 |                          14041 |
| ENSP00000316842.4  |  14041 |                          14041 |
| ENSP00000358582.1  |  14041 |                          14041 |
| ENSP00000373918.3  |  14041 |                          14041 |
| ENSP00000288710.2  |  14060 |                          14060 |
| ENSP00000363668.5  |  14060 |                          14060 |
| ENSP00000368884.3  |  14060 |                          14060 |
| ENSP00000470731.1  |  14076 |                          16891 |
| ENSP00000240423.4  |  14079 |                          14079 |
| ENSP00000356530.3  |  14079 |                          14079 |
| ENSP00000458954.1  |  14079 |                          14079 |
| ENSP00000501561.1  |  14079 |                          14079 |
| ENSP00000391742.1  |  14098 |                          14098 |
| ENSP00000225927.1  |  14117 |                          14117 |
| ENSP00000294353.6  |  14136 |                          14136 |
| ENSP00000304783.3  |  14136 |                          14136 |
| ENSP00000385000.3  |  14136 |                          14136 |
| ENSP00000218104.3  |  14155 |                          14155 |
| ENSP00000225275.3  |  14155 |                          14155 |
| ENSP00000305204.6  |  14155 |                          14155 |
| ENSP00000359424.6  |  14155 |                          14155 |
| ENSP00000377508.3  |  14155 |                          14155 |
| ENSP00000458991.2  |  14155 |                          14155 |
| ENSP00000272321.7  |  14174 |                          14174 |
| ENSP00000367446.3  |  14174 |                          14174 |
| ENSP00000232974.6  |  14193 |                          14193 |
| ENSP00000326767.5  |  14193 |                          14193 |
| ENSP00000341171.6  |  14193 |                          14193 |
| ENSP00000346466.4  |  14193 |                          14193 |
| ENSP00000361043.4  |  14193 |                          14193 |
| ENSP00000260408.3  |  14212 |                          14212 |
| ENSP00000337103.2  |  14212 |                          14212 |
| ENSP00000346206.5  |  14212 |                          14212 |
| ENSP00000418096.3  |  14212 |                          14212 |
| ENSP00000356436.3  |  14231 |                          14231 |
| ENSP00000368682.4  |  14231 |                          14231 |
| ENSP00000261534.4  |  14250 |                          14250 |
| ENSP00000274813.3  |  14250 |                          14250 |
| ENSP00000275780.7  |  14250 |                          14250 |
| ENSP00000294794.3  |  14250 |                          14250 |
| ENSP00000347686.4  |  14250 |                          14250 |
| ENSP00000354394.4  |  14250 |                          14250 |
| ENSP00000450831.2  |  14263 |                         131233 |
| ENSP00000320147.2  |  14269 |                          14269 |
| ENSP00000419038.1  |  14269 |                          14269 |
| ENSP00000299367.5  |  14288 |                          14288 |
| ENSP00000362492.3  |  14288 |                          14288 |
| ENSP00000221232.5  |  14307 |                          14307 |
| ENSP00000264094.3  |  14307 |                          14307 |
| ENSP00000308024.2  |  14307 |                          14307 |
| ENSP00000361151.6  |  14307 |                          14307 |
| ENSP00000411397.2  |  14307 |                          14307 |
| ENSP00000265433.4  |  14326 |                          14326 |
| ENSP00000494572.1  |  14326 |                          14326 |
| ENSP00000376708.3  |  14345 |                          14345 |
| ENSP00000335600.4  |  14364 |                          14364 |
| ENSP00000380549.2  |  14364 |                          14364 |
| ENSP00000430684.1  |  14364 |                          14364 |
| ENSP00000222271.2  |  14383 |                          14383 |
| ENSP00000235329.5  |  14383 |                          14383 |
| ENSP00000317144.6  |  14383 |                          14383 |
| ENSP00000318423.8  |  14383 |                          14383 |
| ENSP00000434241.1  |  14383 |                          14383 |
| ENSP00000233838.3  |  14402 |                          14402 |
| ENSP00000282903.5  |  14402 |                          14402 |
| ENSP00000315988.4  |  14402 |                          14402 |
| ENSP00000368767.4  |  14402 |                          14402 |
| ENSP00000223073.1  |  14421 |                          14421 |
| ENSP00000297784.6  |  14440 |                          14440 |
| ENSP00000353224.4  |  14440 |                          14440 |
| ENSP00000357998.4  |  14440 |                          14440 |
| ENSP00000370213.4  |  14440 |                          14440 |
| ENSP00000357268.3  |  14459 |                          14459 |
| ENSP00000264399.1  |  14478 |                          14478 |
| ENSP00000341024.5  |  14497 |                          14497 |
| ENSP00000370023.3  |  14497 |                          14497 |
| ENSP00000398273.2  |  14497 |                          14497 |
| ENSP00000298171.2  |  14516 |                          14516 |
| ENSP00000416561.2  |  14516 |                          14516 |
| ENSP00000498630.1  |  14516 |                          14516 |
| ENSP00000306881.6  |  14535 |                          14535 |
| ENSP00000325091.8  |  14535 |                          14535 |
| ENSP00000352358.5  |  14535 |                          14535 |
| ENSP00000358251.4  |  14535 |                          14535 |
| ENSP00000358210.4  |  14554 |                          14554 |
| ENSP00000264670.6  |  14573 |                          14573 |
| ENSP00000273390.5  |  14573 |                          14573 |
| ENSP00000379801.2  |  14573 |                          14573 |
| ENSP00000497473.1  |  14573 |                          14573 |
| ENSP00000264414.4  |  14592 |                          14592 |
| ENSP00000417901.1  |  14611 |                          14611 |
| ENSP00000498780.1  |  14611 |                          14611 |
| ENSP00000264657.4  |  14630 |                          14630 |
| ENSP00000284981.4  |  14630 |                          14630 |
| ENSP00000305442.5  |  14630 |                          14630 |
| ENSP00000364028.6  |  14630 |                          14630 |
| ENSP00000405819.2  |  14630 |                          14630 |
| ENSP00000231706.4  |  14649 |                          14649 |
| ENSP00000248668.4  |  14649 |                          14649 |
| ENSP00000265362.3  |  14649 |                          14649 |
| ENSP00000339659.5  |  14649 |                          14649 |
| ENSP00000265641.4  |  14687 |                          14687 |
| ENSP00000367727.5  |  14687 |                          14687 |
| ENSP00000354361.4  |  14706 |                          14706 |
| ENSP00000359428.2  |  14706 |                          14706 |
| ENSP00000299238.5  |  14725 |                          14725 |
| ENSP00000302051.1  |  14725 |                          14725 |
| ENSP00000307567.6  |  14725 |                          14725 |
| ENSP00000366275.2  |  14725 |                          14725 |
| ENSP00000496491.1  |  14725 |                          14725 |
| ENSP00000378830.2  |  14744 |                          14744 |
| ENSP00000260947.4  |  14763 |                          14763 |
| ENSP00000312778.7  |  14763 |                          14763 |
| ENSP00000377977.2  |  14763 |                          14763 |
